Variable Name;"Cohort/Measure in ""Most Recent"" Datafile";Merged file Drawn From (MergedXXXX_YY_PP.csv);;
BBRR2_PP_IND_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_DEP_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_DEP_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_DEP_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_DEP_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_DEP_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_DEP_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_DEP_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_DEP_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_DEP_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_PELL_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_PELL_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_PELL_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_PELL_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_PELL_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_PELL_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_PELL_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_PELL_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_PELL_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOPELL_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOPELL_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOPELL_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOPELL_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOPELL_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOPELL_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOPELL_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOPELL_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOPELL_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_MALE_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_MALE_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_MALE_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_MALE_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_MALE_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_MALE_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_MALE_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_MALE_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_MALE_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOMALE_N;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOMALE_DFLT;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOMALE_DLNQ;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOMALE_FBR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOMALE_DFR;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOMALE_NOPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOMALE_MAKEPROG;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOMALE_PAIDINFULL;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR2_PP_NOMALE_DISCHARGE;NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UG_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UG_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UG_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UG_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UG_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UG_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UG_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UG_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UG_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGCOMP_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGCOMP_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGCOMP_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGCOMP_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGCOMP_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGCOMP_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGCOMP_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGCOMP_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGCOMP_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGNOCOMP_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGNOCOMP_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGNOCOMP_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGNOCOMP_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGNOCOMP_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGNOCOMP_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGNOCOMP_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGNOCOMP_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGNOCOMP_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGUNK_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGUNK_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGUNK_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGUNK_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGUNK_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGUNK_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGUNK_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGUNK_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_UGUNK_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GR_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GR_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GR_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GR_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GR_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GR_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GR_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GR_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GR_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRCOMP_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRCOMP_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRCOMP_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRCOMP_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRCOMP_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRCOMP_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRCOMP_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRCOMP_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRCOMP_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRNOCOMP_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRNOCOMP_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRNOCOMP_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRNOCOMP_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRNOCOMP_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRNOCOMP_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRNOCOMP_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRNOCOMP_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_GRNOCOMP_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UG_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UG_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UG_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UG_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UG_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UG_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UG_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UG_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UG_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGCOMP_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGCOMP_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGCOMP_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGCOMP_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGCOMP_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGCOMP_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGCOMP_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGCOMP_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGCOMP_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGNOCOMP_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGNOCOMP_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGNOCOMP_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGNOCOMP_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGNOCOMP_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGNOCOMP_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGNOCOMP_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGNOCOMP_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGNOCOMP_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGUNK_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGUNK_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGUNK_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGUNK_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGUNK_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGUNK_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGUNK_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGUNK_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_PP_UGUNK_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_IND_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_IND_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_IND_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_IND_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_IND_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_IND_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_IND_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_IND_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_IND_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_DEP_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_DEP_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_DEP_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_DEP_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_DEP_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_DEP_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_DEP_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_DEP_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_DEP_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_PELL_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_PELL_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_PELL_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_PELL_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_PELL_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_PELL_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_PELL_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_PELL_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_PELL_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOPELL_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOPELL_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOPELL_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOPELL_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOPELL_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOPELL_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOPELL_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOPELL_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOPELL_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_MALE_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_MALE_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_MALE_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_MALE_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_MALE_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_MALE_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_MALE_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_MALE_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_MALE_DISCHARGE;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOMALE_N;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOMALE_DFLT;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOMALE_DLNQ;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOMALE_FBR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOMALE_DFR;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOMALE_NOPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOMALE_MAKEPROG;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
BBRR3_FED_NOMALE_PAIDINFULL;NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2018-2019, 2019-2020;2019_20;;
