University/College Name,School Link,City,State,Name of the state,Control,Region,Accessible to Metropolitan Area,Setting,Institution size,Coeducational or Single-sex?,HBCU?,Primary Focus,Undergraduate?,Where do most students live?,Religious?,Tuition and fees without aid,Room and board,Total cost of attendance without aid,Cost of Attendance from year,Types of Aid for international students,Number of international students awarded financial aid/scholarships,Percentage of International students who receive aid,Average amount awarded,Average cost in 2023-2024 after aid (merit or need),Source,Total awarded in millions,Meets full demonstrated need?,Amount of largest Merit Scholarship,Scholarship's Name and Information,Scholarship's Link,Scholarship's Information,2024-2025 adjusted tuition after Merit Scholarship,2024-2025 cost of attendance after largest Merit Scholarship,How to apply,Acceptance rate
University of New Orleans,https://www.uno.edu,New Orleans,LA,Louisiana,Public,Southeast (Deep South),,City: Large,5K - 10K,Coeducational,No,Balanced,High,On-campus,0-None,$14.190,$10.670,$28.860,24-25,Merit,No data,,No data,,,,N/A,Full Tuition,Homer Hitt Non-Resident Scholarship,https://www.uno.edu/financial-aid/types/scholarships-and-awards,A scholarship for out-of-state and international students that provides a tuition waiver. Awarded automatically to new freshmen who meet specific academic criteria.,$0,$14.670,By invitation only,67%
University Of North Alabama,https://www.una.edu,Florence,AL,Alabama,Public,Southeast (Deep South),,City: Small,10K - 20K,Coeducational,No,Professional,High,On-campus,0-None,$23.150,$8.700,$34.090,23-24,Merit,186,"36,4%",$12.514,$21.576,USN25,$2.3m,N/A,OOS waiver,Global Partner Undergraduate Recruitment Scholarship,https://www.una.edu/international/costs-and-scholarships/scholarships.html,A scholarship for students from a UNA partner institution. Not generally available. Other international scholarships are awarded automatically upon admission.,$12.950,$25.650,Automatic consideration,73%
University of North Carolina at Chapel Hill,https://www.unc.edu,Chapel Hill,NC,North Carolina,Public,Southeast,"Raleigh, NC",City: Small,20K+,Coeducational,No,Arts and Sciences,Majority,On-campus,0-None,$41.211,$13.804,$59.015,24-25,Merit,,,,,,,N/A,Full ride,Robertson Scholarship,https://robertsonscholars.org/,"A premier leadership program and scholarship for students at both UNC and Duke University. Requires a separate, extensive application process.",$0,$4.000,Requires application,"7,7%"
University of North Carolina at Charlotte,https://www.charlotte.edu,Charlotte,NC,North Carolina,Public,Southeast,,City: Large,20K+,Coeducational,No,Balanced,High,On-campus,0-None,$22.274,$14.458,$40.732,24-25,None,63,"11,9%",$15.576,,USN25,$1.0m,N/A,,,,,,,,80%
University of North Carolina at Greensboro,https://www.uncg.edu,Greensboro,NC,North Carolina,Public,Southeast,"Raleigh, NC",City: Large,10K - 20K,Coeducational,No,Balanced,High,On-campus,0-None,$23.340,$10.534,$37.874,24-25,Merit,58,"34,7%",$11.378,$26.495,CDS24,$0.7m,N/A,not specified,International Excellence Scholarship,https://admissions.uncg.edu/admissions/international-admissions/,The premier Merit Scholarship for international students. All applicants are automatically considered upon admission. No separate application needed.,,,Automatic consideration,"89,8%"
University of North Carolina at Pembroke,https://www.uncp.edu,Pembroke,NC,North Carolina,Public,Southeast,,Town: Distant,5K - 10K,Coeducational,No,Balanced,High,On-campus,0-None,$7.648,$11.858,$23.506,24-25,Merit,,,$7.079,,USN25,,N/A,OOS waiver,NC Promise,https://www.uncp.edu/about/nc-promise-uncp,"A state legislative program that significantly reduces tuition costs for all undergraduate students, including internationals. It is an automatic benefit, not a competitive scholarship.",$2.500,$18.358,Automatically Awardarded,"92,4%"
University of North Carolina-Asheville,https://www.unca.edu,Asheville,NC,North Carolina,Public,Southeast,,City: Small,1K - 9K,Coeducational,No,Arts and Sciences,Very High,On-campus,0-None,$24.849,$11.398,$40.247,24-25,Merit,2,"4,7%",$5.388,$34.439,CDS24,$0.0m,N/A,,,,,,TBD,-,"93,9%"
University of North Dakota,https://www.und.edu,Grand Forks,ND,North Dakota,Public,Midwest (Great Plains),,City: Small,10K - 20K,Coeducational,No,Professional,High,Off-campus,0-None,$15.570,$11.390,$30.960,24-25,Merit,124,"35,0%",$12.977,$17.639,CDS24,$1.6m,N/A,$14.000,UND International Excellence Scholarship,https://und.edu/one-stop/financial-aid/scholarships.html,A merit-based scholarship for new international undergraduate students. Requires a separate application after being admitted.,$1.570,$16.960,Automatic consideration,"77,1%"
University of North Florida,https://www.unf.edu,Jacksonville,FL,Florida,Public,Southeast,,City: Large,10K - 20K,Coeducational,No,Balanced,High,Off-campus,0-None,$20.107,$10.192,$34.299,24-25,Merit,118,"47,8%",$2.307,$32.710,CDS24,$0.3m,N/A,$14.000,First-Coast Scholarship. In-state tuition for Florida HSers.,https://www.unf.edu/scholarships/programs.html,The link is for scholarship programs. The named scholarship is for Florida residents. International students are considered for some general merit awards automatically upon admission.,$6.107,$20.299,Automatic consideration,62%
University of North Georgia,https://www.ung.edu,Dahlonega,GA,Georgia,Public,Southeast (Deep South),,Town: Distant,10K - 20K,Coeducational,No,Balanced,Very High,Off-campus,0-None,$21.898,$12.310,$32.277,23-24,Merit,,,,,,,N/A,OOS waiver,Full Presidential Tuition Waiver (PTW),https://ung.edu/cost-aid/scholarships/new-students-scholarships.php,This award is for exceptional students. Requires a separate application. International students are eligible for other tuition waivers based on their status.,$6.898,$23.208,Automatic consideration,"67,7%"
University of North Texas-Denton,https://www.unt.edu,Denton,TX,Texas,Public,South (Central),"Dallas, TX",City: Midsize,20K+,Coeducational,No,Balanced,High,On-campus,0-None,$23.692,$11.194,$38.886,24-25,Merit,1.208,"92,7%",$5.680,$30.369,CDS24,$6.9m,N/A,$12.000,Excellence Scholarship,https://financialaid.unt.edu/unt-excellence-scholarships.html,"International students who receive a competitive UNT scholarship of at least $1,000 are eligible for a waiver of out-of-state tuition. The Excellence Scholarship is one such award, given automatically upon admission.",$11.692,$26.886,Automatic consideration,"72,5%"
University of Northern Colorado,https://www.unco.edu,Greeley,CO,Colorado,Public,West (Rocky Mountains),,City: Midsize,5K - 10K,Coeducational,No,Balanced,High,On-campus,0-None,$26.204,$15.230,$45.434,24-25,Merit,49,"72,1%",$6.037,$39.397,CDS24,$0.3m,N/A,$8.000,Trustee Scholarship,https://www.unco.edu/admissions/costs-aid/first-year-scholarships.aspx,The premier Merit Scholarship awarded to top applicants. Consideration is automatic with the application for admission. No separate application is required.,$18.204,$37.434,Automatic consideration,94%
University of Northern Iowa,https://www.uni.edu,Cedar Falls,IA,Iowa,Public,Midwest (Great Plains),,City: Small,5K - 10K,Coeducational,No,Professional,Very High,On-campus,0-None,$21.712,$9.986,$35.698,24-25,Merit,47,"57,3%",$4.866,$30.054,CDS24,$0.2m,N/A,$9.000,Advantage Award + Presidential Scholarship,https://admissions.uni.edu/financial-aid/types-of-aid/scholarships/scholarships-incoming-freshmen#out-of-state,The UNI Advantage award reduces tuition for out-of-state students. The Presidential Scholarship is competitive and requires a separate application after admission.,$12.712,$26.698,Automatic consideration,"94,0%"
University of Notre Dame,https://www.nd.edu,Notre Dame,IN,Indiana,Private,Midwest (Great Lakes),,Suburb: Large,10K - 20K,Coeducational,No,Arts and Sciences,Majority,On-campus,4-Moderately,$65.025,$17.900,$86.925,24-25,Both,297,"49,7%",$64.039,$20.032,CDS24,$19.0m,Yes (Need-blind),Full Tuition,Stamps Scholarship,https://scholars.nd.edu/awards/list-of-awards/,"A premier scholarship program. Students are identified for consideration from the pool of Restrictive early Action applicants. No separate application is needed for initial consideration. Several $25,000 scholarships also available",$0,$21.900,Automatic consideration,"11,1%"
University of Oklahoma-Norman Campus,https://www.ou.edu,Norman,OK,Oklahoma,Public,South (Central),,Suburb: Midsize,20K+,Coeducational,No,Balanced,High,On-campus,0-None,$32.163,$15.383,$51.546,24-25,Merit,33,"5,8%",$14.986,$27.879,CDS24,$0.5m,N/A,not specified,,,,,,,76%
University of Oregon,https://www.uoregon.edu,Eugene,OR,Oregon,Public,West Coast,,City: Midsize,20K+,Coeducational,No,Arts and Sciences,High,On-campus,0-None,$42.516,$16.611,$63.127,24-25,Merit,55,"15,9%",$13.027,$48.007,CDS24,$0.7m,N/A,$35.000,International Cultural Service Program,https://admissions.uoregon.edu/international/scholarships,A scholarship that requires financial need and a commitment to cultural service. A separate application is required. Other Merit Scholarships are awarded automatically upon admission.,$7.516,$28.127,Requires application,85%
University of Pennsylvania,https://www.upenn.edu,Philadelphia,PA,Pennsylvania,Private,Northeast (Mid-Atlantic),"Philadelphia, PA",City: Large,20K+,Coeducational,No,Balanced,Minority,On-campus,0-None,$68.686,$19.174,$91.860,24-25,Need,366,"28,2%",$67.366,$21.234,CDS24,$24.7m,Yes (Need-aware),,,,,,,,"5,4%"
University of Pittsburgh,https://www.pitt.edu,Pittsburgh,PA,Pennsylvania,Public,Northeast (Mid-Atlantic),,City: Large,20K+,Coeducational,No,Balanced,Majority,On-campus,1-Historically,$41.430,$13.620,$59.050,24-25,Merit,,,,,,,N/A,$10.000,International Freshmen Scholarship,https://financialaid.pitt.edu/types-of-aid/scholarships/,A merit-based scholarship for international freshmen. Students are automatically considered based on their admission application. No separate application is needed.,$31.430,$49.050,Automatic consideration,50%
University of Portland,https://www.up.edu,Portland,OR,Oregon,Private,West Coast,,City: Large,1K - 9K,Coeducational,No,Balanced,Very High,On-campus,3-Somewhat,$58.100,$17.260,$79.360,24-25,Merit,9,"8,7%",$27.556,$47.944,CDS24,$0.2m,N/A,not specified,President Scholarship,https://www.up.edu/finaid/scholarships-and-grants/institutional-scholarships.html,The top Merit Scholarship awarded to first-year students. Consideration is automatic with the admission application. No separate application is required.,,,,"95,0%"
University of Puget Sound,https://www.pugetsound.edu,Tacoma,WA,Washington,Private,West Coast,"Seattle, WA",City: Midsize,1K - 9K,Coeducational,No,Arts and Sciences,High,On-campus,1-Historically,$62.898,$15.670,$82.568,24-25,Merit,9,"100,0%",$27.556,$51.384,CDS24,$0.2m,N/A,Full ride,Lillis Foundation Scholarship,https://www.pugetsound.edu/admission/cost-aid/types-aid/scholarships-grants,"A premier scholarship focused on academics, leadership, and service. Requires a separate application in addition to the admission application.",$0,$4.000,By invitation only,"76,0%"
University of Redlands,https://www.redlands.edu,Redlands,CA,California,Private,West Coast,"Los Angeles, CA",City: Small,1K - 9K,Coeducational,No,Balanced,Majority,On-campus,1-Historically,$60.578,$18.208,$82.786,24-25,Merit,18,"94,7%",$35.299,,USN25,$0.6m,N/A,$32.000,Merit Scholarship,https://www.redlands.edu/admissions-and-aid/first-year/apply/international-apply/,All international applicants are automatically considered for merit-based scholarships at the time of admission. No separate application is required.,$28.578,$50.786,Automatic consideration,81%
University of Rhode Island,https://www.uri.edu,Kingston,RI,Rhode Island,Public,Northeast (New England),,Suburb: Large,10K - 20K,Coeducational,No,Balanced,High,On-campus,0-None,$37.146,$15.210,$56.356,24-25,Merit,130,"100,0%",$21.015,$33.689,CDS24,$2.7m,N/A,,,,,,TBD,-,"77,1%"
University of Richmond,https://www.richmond.edu,Richmond,VA,Virginia,Private,Southeast,,City: Midsize,1K - 9K,Coeducational,No,Balanced,High,Off-campus,1-Historically,$65.230,$17.140,$86.370,24-25,Both,169,"74,1%",$64.488,$18.322,CDS24,$10.9m,Yes (Need-aware),Full ride,Richmond Scholarship,https://financialaid.richmond.edu/types-of-aid/merit-based/index.html,"The premier scholarship program. Requires a separate application, and finalists are invited for an on-campus competition.",$0,$4.000,Requires application,"23,3%"
University of Rochester,https://www.rochester.edu,Rochester,NY,New York,Private,Northeast (Mid-Atlantic),,City: Midsize,10K - 20K,Coeducational,No,Arts and Sciences,Majority,On-campus,1-Historically,$67.124,$19.570,$90.694,24-25,Both,468,"30,9%",$40.994,$46.278,CDS24,$19.2m,Yes (Need-aware),Full ride+stipend,Handler Scholarship,https://www.rochester.edu/financial-aid/scholarships/,"A premier scholarship for students with outstanding academic and leadership potential from an urban background. All applicants are automatically considered. Includes book stipend and $5,000 for academic enrichment. Several other scholarships available.",$0,$3.000,Requires nomination,"35,9%"
University of San Diego,https://www.sandiego.edu,San Diego,CA,California,Private,West Coast,"San Diego, CA",City: Large,5K - 10K,Coeducational,No,Balanced,Majority,On-campus,4-Moderately,$59.486,$17.270,$80.756,24-25,Merit,50,"14,2%",$18.918,$59.610,CDS24,$0.9m,N/A,$28.000,Presidential Scholarship,https://www.sandiego.edu/one-stop/financial-aid/scholarships/university-scholarships.php,The premier Merit Scholarship. All applicants are automatically considered based on their admission application. No separate application is required.,$31.486,$52.756,Automatic consideration,"46,8%"
University of San Francisco,https://www.usfca.edu,San Francisco,CA,California,Private,West Coast,SF/Silicon Valley,City: Large,5K - 10K,Coeducational,No,Balanced,Majority,On-campus,3-Somewhat,$60.492,$19.764,$84.256,24-25,Merit,350,"64,7%",$26.300,$53.222,CDS24,$9.2m,N/A,$29.000,University Scholarship,https://www.usfca.edu/financial-aid/scholarships,"All first-year applicants, including international students, are automatically considered for merit-based scholarships upon admission.",$31.492,$55.256,Automatic consideration,"50,8%"
University of Science and Arts of Oklahoma,https://www.usao.edu,Chickasha,OK,Oklahoma,Public,South (Central),,Town: Distant,<1K,Coeducational,No,Balanced,Exclusively,On-campus,0-None,$19.470,$10.940,$34.410,24-25,Merit,139,FLAG,$17.606,$14.450,USN25,,N/A,,,,,,,-,56%
University of Scranton,https://www.scranton.edu,Scranton,PA,Pennsylvania,Private,Northeast (Mid-Atlantic),"Philadelphia, PA",City: Small,1K - 9K,Coeducational,No,Professional,High,On-campus,3-Somewhat,$52.034,$16.918,$72.952,24-25,Both,23,"60,5%",$32.289,$40.663,CDS24,$0.7m,No,Full Tuition,Presidential Scholarship,https://admissions.scranton.edu/financial-aid/scholarships-grants.shtml,The premier Merit Scholarship. Awarded to the top 5% of accepted students. Consideration is automatic with the admission application. No separate application required.,$0,$20.918,Automatic consideration,"81,2%"
University of Sioux Falls,https://www.usiouxfalls.edu,Sioux Falls,SD,South Dakota,Private,Midwest (Great Plains),,City: Midsize,1K - 9K,Coeducational,No,Professional,Very High,On-campus,5-Very,$21.750,$9.270,$35.020,24-25,Merit,12,"100,0%",$22.786,$10.914,USN25,$0.3m,N/A,,,,,,,-,67%
University of South Alabama,https://www.southalabama.edu,Mobile,AL,Alabama,Public,Southeast (Deep South),,City: Midsize,10K - 20K,Coeducational,No,Professional,Majority,On-campus,0-None,$23.260,$9.180,$36.440,24-25,Merit,No data,No data,No data,,,,N/A,Full Tuition,Dr. Richard & Angela Carter Global USA Endowed Scholars,https://www.southalabama.edu/departments/financialaffairs/scholarships/internationalstudents.html,A premier scholarship for international students. Requires a separate competitive application after admission.,$0,$13.180,Requires application,65%
University of South Carolina-Columbia,https://www.sc.edu,Columbia,SC,South Carolina,Public,Southeast (Deep South),,City: Midsize,20K+,Coeducational,No,Professional,High,On-campus,0-None,$35.972,$15.708,$52.275,23-24,Limited,105,"24,7%",$22.048,$30.227,CDS24,$2.3m,N/A,OOS waiver,Sister State Agreement,https://sc.edu/about/offices_and_divisions/international_student_and_scholar_support/new-student-arrival/understand_tuition_and_fees/university_scholarships_and_assistantships/index.php,"A tuition reduction program for students from specific German states (Brandenburg, Rhineland-Palatinate, etc.). It is not a general scholarship.",$12.688,$32.396,Automatic consideration,"61,5%"
University of South Dakota,https://www.usd.edu,Vermillion,SD,South Dakota,Public,Midwest (Great Plains),,Town: Distant,5K - 10K,Coeducational,No,Professional,High,Off-campus,0-None,$12.942,$9.060,$26.002,24-25,Merit,97,"50,8%",$7.561,$18.441,CDS24,$1.0m,N/A,$4.000,Coyote Beginnings Scholarship,https://www.usd.edu/Admissions-and-Aid/Tuition-and-Costs/International-Tuition-and-Costs,A merit-based scholarship for new international students. Consideration is automatic upon admission. No separate application is required.,$8.942,$22.002,Requires application,"98,9%"
